player_id,name,dob,birth_place,country,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,lat,lon,venus_cycle,sun,moon,mercury,venus,mars,jupiter,saturn,uranus,neptune,pluto,nn
brackcu01,Curt Brackenbury,1952-01-31,"Kapuskasg, Ontario",CA,RW,141,9,17,26,-30,-2.2,226,66.0,1.0,40.0,-27.0,White_4,AQUARIUS,ARIES,CAPRICORN,CAPRICORN,SCORPIO,ARIES,LIBRA,CANCER,LIBRA,LEO,PISCES
prestri01,Rich Preston,1952-05-22,"Rega, Saskatchewan",CA,RW,580,127,164,291,-38,13.5,348,976.0,15.0,40.0,-27.0,Blue_3,GEMINI,TAURUS,TAURUS,TAURUS,SCORPIO,TAURUS,LIBRA,CANCER,LIBRA,LEO,AQUARIUS
amodemi01,Mike Amodeo,1952-06-22,"Toronto, Ontario",CA,D,19,0,0,0,-15,0.0,2,14.0,0.0,40.0,-27.0,Blue_3,CANCER,CANCER,CANCER,CANCER,SCORPIO,TAURUS,LIBRA,CANCER,LIBRA,LEO,AQUARIUS
kalluan01,Anders Kallur,1952-07-06,"Ludvika, Sweden",SE,RW,383,101,110,211,42,12.1,149,596.0,12.0,40.0,-27.0,Blue_3,CANCER,SAGITTARIUS,LEO,CANCER,SCORPIO,TAURUS,LIBRA,CANCER,LIBRA,LEO,AQUARIUS
howsedo01,Don Howse,1952-07-28,"Grand Falls, Newfoundland and Labrador",CA,LW,33,2,5,7,-16,-0.7,6,46.0,0.0,40.0,-27.0,Blue_3,LEO,LIBRA,LEO,LEO,SCORPIO,TAURUS,LIBRA,CANCER,LIBRA,LEO,AQUARIUS
baldehe01,Helmut Balderis,1952-07-31,"Riga, USSR",SU,RW,26,3,6,9,0,0.3,2,30.0,0.0,40.0,-27.0,Blue_3,LEO,SCORPIO,LEO,LEO,SCORPIO,TAURUS,LIBRA,CANCER,LIBRA,LEO,AQUARIUS
dupuibo01,Bob Dupuis,1952-08-26,"North Bay, Ontario",CA,G,1,0,1,0,0,0.1,59,4.05,0.886,40.0,-27.0,Blue_3,VIRGO,SCORPIO,LEO,VIRGO,SCORPIO,TAURUS,LIBRA,CANCER,LIBRA,LEO,AQUARIUS
baltibr01,Bryon Baltimore,1952-08-26,"Whitehorse, Yukon",CA,D,2,0,0,0,4,0.3,4,2.0,0.0,40.0,-27.0,Blue_3,VIRGO,SCORPIO,LEO,VIRGO,SCORPIO,TAURUS,LIBRA,CANCER,LIBRA,LEO,AQUARIUS
broderi01,Richard Brodeur,1952-09-15,"Longueuil, Quebec",CA,G,385,131,175,62,6,56.7,21901,3.86,0.872,40.0,-27.0,Black_2,VIRGO,LEO,VIRGO,LIBRA,SAGITTARIUS,TAURUS,LIBRA,CANCER,LIBRA,LEO,AQUARIUS
lindgla01,Lars Lindgren,1952-10-12,"Pitea, Sweden",SE,D,394,25,113,138,-22,24.8,325,607.0,2.0,40.0,-27.0,Black_2,LIBRA,LEO,SCORPIO,SCORPIO,CAPRICORN,TAURUS,LIBRA,CANCER,LIBRA,LEO,AQUARIUS
beaudse01,Serge Beaudoin,1952-11-30,"Montreal, Quebec",CA,D,3,0,0,0,-1,0.0,0,1.0,0.0,40.0,-27.0,Black_2,SAGITTARIUS,TAURUS,SAGITTARIUS,CAPRICORN,AQUARIUS,TAURUS,LIBRA,CANCER,LIBRA,LEO,AQUARIUS
stastma01,Marián Šťastný,1953-01-08,"Bratislava, Czechoslovakia",CS,RW,322,121,173,294,9,19.5,110,633.0,11.0,40.0,-27.0,Black_2,CAPRICORN,LIBRA,CAPRICORN,PISCES,PISCES,TAURUS,LIBRA,CANCER,LIBRA,LEO,AQUARIUS
hangsal01,Al Hangsleben,1953-02-22,"Warroad, Minnesota",US,D,185,21,48,69,5,12.5,396,248.0,2.0,40.0,-27.0,Red_1,PISCES,GEMINI,PISCES,ARIES,ARIES,TAURUS,LIBRA,CANCER,LIBRA,LEO,AQUARIUS
bolduda01,Danny Bolduc,1953-04-06,"Waterville, Maine",US,LW,102,22,19,41,-22,1.8,33,137.0,4.0,40.0,-27.0,Red_1,ARIES,CAPRICORN,PISCES,ARIES,TAURUS,TAURUS,LIBRA,CANCER,LIBRA,LEO,AQUARIUS
thomare01,Reg Thomas,1953-04-21,"Lambeth, Ontario",CA,LW,39,9,7,16,-5,0.8,6,89.0,0.0,40.0,-27.0,Red_1,TAURUS,LEO,ARIES,ARIES,TAURUS,TAURUS,LIBRA,CANCER,LIBRA,LEO,AQUARIUS
beatofr01,Frank Beaton,1953-04-28,"Antigonish, Nova Scotia",CA,LW,25,1,1,2,-6,-0.7,43,19.0,0.0,40.0,-27.0,Red_1,TAURUS,SCORPIO,ARIES,ARIES,TAURUS,TAURUS,LIBRA,CANCER,LIBRA,LEO,AQUARIUS
augele01.,Les Auge,1953-05-16,"St. Paul, Minnesota",US,D,6,0,3,3,-3,0.3,4,3.0,0.0,40.0,-27.0,Red_1,TAURUS,CANCER,TAURUS,ARIES,GEMINI,GEMINI,LIBRA,CANCER,LIBRA,LEO,AQUARIUS
bennebi01,Bill Bennett,1953-05-31,"Warwick, Rhode Island",US,LW,31,4,7,11,5,0.3,65,19.0,0.0,40.0,-27.0,Red_1,GEMINI,CAPRICORN,GEMINI,ARIES,GEMINI,GEMINI,LIBRA,CANCER,LIBRA,LEO,AQUARIUS
macgrra01,Randy MacGregor,1953-07-09,"Cobourg, Ontario",CA,RW,2,1,1,2,2,0.2,2,1.0,0.0,40.0,-27.0,White_5,CANCER,GEMINI,LEO,GEMINI,CANCER,GEMINI,LIBRA,CANCER,LIBRA,LEO,AQUARIUS
rautape01,Pekka Rautakallio,1953-07-25,"Pori, Finland",FI,D,235,33,121,154,13,21.0,122,409.0,5.0,40.0,-27.0,White_5,LEO,CAPRICORN,LEO,GEMINI,CANCER,GEMINI,LIBRA,CANCER,LIBRA,LEO,AQUARIUS
meaghri01,Rick Meagher,1953-11-02,"Belleville, Ontario",CA,C,691,144,165,309,-39,14.8,383,1269.0,15.0,40.0,-27.0,White_5,SCORPIO,VIRGO,SAGITTARIUS,LIBRA,LIBRA,GEMINI,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
zettela01,Lars Zetterström,1953-11-06,"Stockholm, Sweden",SE,D,14,0,1,1,-10,0.2,2,12.0,0.0,40.0,-27.0,White_5,SCORPIO,SCORPIO,SAGITTARIUS,LIBRA,LIBRA,GEMINI,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
macdobl01,Blair MacDonald,1953-11-17,"Cornwall, Ontario",CA,RW,219,91,100,191,-8,14.5,65,583.0,11.0,40.0,-27.0,Blue_4,SCORPIO,ARIES,SCORPIO,SCORPIO,LIBRA,GEMINI,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
lylege01.,George Lyle,1953-11-24,"North Vancouver, British Columbia",CA,LW,99,24,38,62,-2,3.7,51,165.0,2.0,40.0,-27.0,Blue_4,SAGITTARIUS,CANCER,SCORPIO,SCORPIO,LIBRA,GEMINI,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
songito01,Tom Songin,1953-12-20,"Norwood, Massachusetts",US,RW,43,5,5,10,-2,-0.2,22,42.0,1.0,40.0,-27.0,Blue_4,SAGITTARIUS,GEMINI,SAGITTARIUS,SAGITTARIUS,SCORPIO,GEMINI,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
alleyst01,Steve Alley,1953-12-29,"Anoka, Minnesota",US,LW,15,3,3,6,-3,0.1,11,15.0,0.0,40.0,-27.0,Blue_4,CAPRICORN,LIBRA,SAGITTARIUS,SAGITTARIUS,SCORPIO,GEMINI,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
stewajo02,John Stewart,1954-01-02,"Toronto, Ontario",CA,C,2,0,0,0,-2,-0.1,0,4.0,0.0,40.0,-27.0,Blue_4,CAPRICORN,SAGITTARIUS,CAPRICORN,CAPRICORN,SCORPIO,GEMINI,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
durisvi01,Vítězslav Ďuriš,1954-01-05,"Plzen, Czechoslovakia",CS,D,89,3,20,23,15,5.0,62,119.0,0.0,40.0,-27.0,Blue_4,CAPRICORN,CAPRICORN,CAPRICORN,CAPRICORN,SCORPIO,GEMINI,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
sobchde01,Dennis Sobchuk,1954-01-12,"Lang, Saskatchewan",CA,C,35,5,6,11,-10,0.0,2,49.0,0.0,40.0,-27.0,Blue_4,CAPRICORN,ARIES,CAPRICORN,CAPRICORN,SCORPIO,GEMINI,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
porvaju01,Jukka Porvari,1954-01-19,"Tampere, Finland",FI,RW,39,3,9,12,-23,-0.4,4,55.0,0.0,40.0,-27.0,Blue_4,CAPRICORN,LEO,AQUARIUS,CAPRICORN,SCORPIO,GEMINI,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
hisloja01,Jamie Hislop,1954-01-20,"Sarnia, Ontario",CA,RW,345,75,103,178,-23,8.1,86,452.0,5.0,40.0,-27.0,Blue_4,CAPRICORN,LEO,AQUARIUS,CAPRICORN,SCORPIO,GEMINI,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
mioed01.h,Eddie Mio,1954-01-31,"Wdsor, Ontario",CA,G,192,64,73,30,4,25.3,10405,4.07,0.867,40.0,-27.0,Blue_4,AQUARIUS,CAPRICORN,AQUARIUS,AQUARIUS,SCORPIO,GEMINI,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
stephbo01,Bob Stephenson,1954-02-01,"Saskatoon, Saskatchewan",CA,RW,18,2,3,5,-5,-0.1,4,13.0,0.0,40.0,-27.0,Blue_4,AQUARIUS,CAPRICORN,AQUARIUS,AQUARIUS,SCORPIO,GEMINI,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
dionmi01.,Michel Dion,1954-02-11,"Granby, Quebec",CA,G,227,60,118,32,2,29.7,12660,4.26,0.87,40.0,-27.0,Blue_4,AQUARIUS,GEMINI,PISCES,AQUARIUS,SAGITTARIUS,GEMINI,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
sturgpe01,Peter Sturgeon,1954-02-12,"Whitehorse, Yukon",CA,LW,6,0,1,1,0,-0.1,2,5.0,0.0,40.0,-27.0,Blue_4,AQUARIUS,GEMINI,PISCES,AQUARIUS,SAGITTARIUS,GEMINI,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
howema01.,Marty Howe,1954-02-18,"Detroit, Michigan",US,D,197,2,29,31,7,9.6,99,178.0,0.0,40.0,-27.0,Blue_4,AQUARIUS,VIRGO,PISCES,PISCES,SAGITTARIUS,GEMINI,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
luksach01,Charlie Luksa,1954-02-19,"Toronto, Ontario",CA,D,8,0,1,1,0,0.2,4,3.0,0.0,40.0,-27.0,Blue_4,PISCES,VIRGO,PISCES,PISCES,SAGITTARIUS,GEMINI,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
taftjo01.,John Taft,1954-03-08,"Mneapolis, Minnesota",US,D,15,0,2,2,2,0.9,4,13.0,0.0,40.0,-27.0,Blue_4,PISCES,TAURUS,PISCES,PISCES,SAGITTARIUS,GEMINI,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
hughejo01,John Hughes,1954-03-18,"Charlottetown, Prince Edward Island",CA,D,70,2,14,16,-6,3.2,211,58.0,0.0,40.0,-27.0,Blue_4,PISCES,VIRGO,PISCES,ARIES,SAGITTARIUS,GEMINI,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
isaksul01,Ulf Isaksson,1954-03-19,"Norrsunda, Sweden",SE,LW,50,7,15,22,1,0.8,10,71.0,1.0,40.0,-27.0,Blue_4,PISCES,VIRGO,PISCES,ARIES,SAGITTARIUS,GEMINI,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
stewapa01,Paul Stewart,1954-03-21,"Boston, Massachusetts",US,LW/D,21,2,0,2,-1,-0.3,74,9.0,0.0,40.0,-27.0,Blue_4,ARIES,LIBRA,PISCES,ARIES,SAGITTARIUS,GEMINI,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
warneji01,Jim Warner,1954-03-26,"Mneapolis, Minnesota",US,RW,32,0,3,3,-6,-0.9,10,26.0,0.0,40.0,-27.0,Blue_4,ARIES,SAGITTARIUS,PISCES,ARIES,SAGITTARIUS,GEMINI,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
lehtoan01,Antero Lehtonen,1954-04-12,"Tampere, Finland",FI,LW,65,9,12,21,-3,0.5,14,101.0,1.0,40.0,-27.0,Black_3,ARIES,LEO,PISCES,TAURUS,SAGITTARIUS,GEMINI,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
hansoda01,Dave Hanson,1954-04-12,"Cumberland, Wisconsin",US,D,33,1,1,2,-6,1.1,65,16.0,0.0,40.0,-27.0,Black_3,ARIES,LEO,PISCES,TAURUS,SAGITTARIUS,GEMINI,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
zukemi01.,Mike Zuke,1954-04-16,"Sault Ste. Marie, Ontario",CA,C,455,86,196,282,-42,14.0,220,756.0,6.0,40.0,-27.0,Black_3,ARIES,LIBRA,ARIES,TAURUS,CAPRICORN,GEMINI,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
evansjo01,Paul Evans,1954-05-02,"Toronto, Ontario",CA,C,103,14,25,39,13,1.2,34,90.0,2.0,40.0,-27.0,Black_3,TAURUS,TAURUS,TAURUS,GEMINI,CAPRICORN,GEMINI,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
moorero01,Robbie Moore,1954-05-03,"Sarnia, Ontario",CA,G,6,3,1,1,2,1.3,257,1.87,0.922,40.0,-27.0,Black_3,TAURUS,TAURUS,TAURUS,GEMINI,CAPRICORN,GEMINI,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
kempke01.,Kevin Kemp,1954-05-03,"Ottawa, Ontario",CA,D,3,0,0,0,-1,0.0,4,5.0,0.0,40.0,-27.0,Black_3,TAURUS,TAURUS,TAURUS,GEMINI,CAPRICORN,GEMINI,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
langeda01,Dave Langevin,1954-05-15,"St. Paul, Minnesota",US,D,513,12,107,119,103,29.1,530,503.0,1.0,40.0,-27.0,Black_3,TAURUS,LIBRA,GEMINI,GEMINI,CAPRICORN,GEMINI,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
weirwa01.,Wally Weir,1954-06-03,"Verdun, Quebec",CA,D,320,21,45,66,-27,13.4,625,285.0,1.0,40.0,-27.0,Black_3,GEMINI,CANCER,CANCER,CANCER,CAPRICORN,CANCER,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
mctavgo01,Gord McTavish,1954-06-03,"Guelph, Ontario",CA,C,11,1,3,4,2,0.2,2,10.0,0.0,40.0,-27.0,Black_3,GEMINI,CANCER,CANCER,CANCER,CAPRICORN,CANCER,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
millewa01,Warren Miller,1954-06-15,"South St. Paul, Minnesota",US,RW,262,40,50,90,-64,0.9,137,438.0,4.0,40.0,-27.0,Black_3,GEMINI,SAGITTARIUS,CANCER,CANCER,CAPRICORN,CANCER,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
lessama01,Mario Lessard,1954-06-25,"East Broughton, Quebec",CA,G,240,92,97,39,9,36.1,13493,3.75,0.874,40.0,-27.0,Black_3,CANCER,ARIES,CANCER,LEO,CAPRICORN,CANCER,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
tomalgl01,Glenn Tomalty,1954-07-23,"Lachute, Quebec",CA,LW,1,0,0,0,0,0.0,0,1.0,0.0,40.0,-27.0,Black_3,LEO,TAURUS,CANCER,VIRGO,SAGITTARIUS,CANCER,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
stoltro01,Roland Stoltz,1954-08-15,"Oeverkalix, Sweden",SE,RW,14,2,2,4,-3,0.0,14,6.0,0.0,40.0,-27.0,Black_3,LEO,PISCES,LEO,LIBRA,SAGITTARIUS,CANCER,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
lumleda01,Dave Lumley,1954-09-01,"Toronto, Ontario",CA,RW,437,98,160,258,39,12.2,673,606.0,15.0,40.0,-27.0,Black_3,VIRGO,LIBRA,VIRGO,LIBRA,CAPRICORN,CANCER,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
leggeba01,Barry Legge,1954-10-22,"Wnipeg, Manitoba",CA,D,107,1,11,12,-37,2.9,144,52.0,0.0,40.0,-27.0,Red_2,LIBRA,VIRGO,SCORPIO,SCORPIO,AQUARIUS,CANCER,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
michejo01,Joe Micheletti,1954-10-24,"Hibbg, Minnesota",US,D,158,11,60,71,0,11.2,114,241.0,1.0,40.0,-27.0,Red_2,SCORPIO,LIBRA,SCORPIO,SAGITTARIUS,AQUARIUS,CANCER,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
rogermi01,Mike Rogers,1954-10-24,"Calgary, Alberta",CA,C,484,202,317,519,-51,36.8,184,1240.0,12.0,40.0,-27.0,Red_2,SCORPIO,LIBRA,SCORPIO,SAGITTARIUS,AQUARIUS,CANCER,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
driscpe01,Peter Driscoll,1954-10-27,"Kingston, Ontario",CA,LW,60,3,8,11,-9,-1.0,97,40.0,0.0,40.0,-27.0,Red_2,SCORPIO,SCORPIO,SCORPIO,SCORPIO,AQUARIUS,CANCER,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
mayerji01,Jim Mayer,1954-10-30,"Capreol, Ontario",CA,RW,4,0,0,0,1,-0.1,0,2.0,0.0,40.0,-27.0,Red_2,SCORPIO,SAGITTARIUS,SCORPIO,SCORPIO,AQUARIUS,CANCER,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
lemelre01,Réjean Lemelin,1954-11-19,"Quebec City, Quebec",CA,G,506,236,161,63,12,78.4,27913,3.46,0.884,40.0,-27.0,Red_2,SCORPIO,VIRGO,SCORPIO,SCORPIO,AQUARIUS,CANCER,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
larivga01,Garry Lariviere,1954-12-06,"St. Cathares, Ontario",CA,D,219,6,57,63,39,12.5,167,200.0,0.0,40.0,-27.0,Red_2,SAGITTARIUS,ARIES,SAGITTARIUS,SCORPIO,PISCES,CANCER,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
devinke01,Kevin Devine,1954-12-09,"Toronto, Ontario",CA,LW,2,0,1,1,1,0.0,8,3.0,0.0,40.0,-27.0,Red_2,SAGITTARIUS,GEMINI,SAGITTARIUS,SCORPIO,PISCES,CANCER,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
lairdro01,Robbie Laird,1954-12-29,"Rega, Saskatchewan",CA,LW,1,0,0,0,-2,-0.1,0,0.0,0.0,40.0,-27.0,Red_2,CAPRICORN,AQUARIUS,CAPRICORN,SCORPIO,PISCES,CANCER,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
ruskote01,Terry Ruskowski,1954-12-31,"Prce Albert, Saskatchewan",CA,C,629,113,313,426,-63,20.5,1354,643.0,19.0,40.0,-27.0,Red_2,CAPRICORN,PISCES,CAPRICORN,SCORPIO,PISCES,CANCER,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
backmmi01,Mike Backman,1955-01-02,"Halifax, Nova Scotia",CA,RW,18,1,6,7,1,0.1,18,16.0,0.0,40.0,-27.0,Red_2,CAPRICORN,ARIES,CAPRICORN,SCORPIO,PISCES,CANCER,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
burnsga01,Gary Burns,1955-01-16,"Cambridge, Massachusetts",US,LW/C,11,2,2,4,-9,-0.1,18,13.0,1.0,40.0,-27.0,Red_2,CAPRICORN,SCORPIO,AQUARIUS,SAGITTARIUS,ARIES,CANCER,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
makkoka01,Kari Makkonen,1955-01-20,"Harjavalta, Finland",FI,LW,9,2,2,4,-2,0.1,0,11.0,0.0,40.0,-27.0,Red_2,CAPRICORN,SAGITTARIUS,AQUARIUS,SAGITTARIUS,ARIES,CANCER,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
nechavi01,Viktor Nechayev,1955-01-28,"Vostochnaya, USSR",SU,C,3,1,0,1,1,0.1,0,7.0,0.0,40.0,-27.0,White_1,AQUARIUS,ARIES,AQUARIUS,SAGITTARIUS,ARIES,CANCER,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
berglbo01,Bo Berglund,1955-04-06,"Sjalevad, Sweden",SE,RW,130,28,39,67,5,3.1,40,152.0,3.0,40.0,-27.0,White_1,ARIES,LIBRA,PISCES,PISCES,TAURUS,CANCER,SCORPIO,CANCER,LIBRA,LEO,CAPRICORN
